"","UF","SG_UF","SG_UE","cd_mun_ibge","nm_mun_ibge","cd_mun_tse","nm_mun_tse"
"4165","41","PR","BR","4118006","PARAÍSO DO NORTE",77410,"Paraíso do Norte"
"4166","41","PR","BR","4118105","PARANACITY",77437,"Paranacity"
"4167","41","PR","BR","4118204","PARANAGUÁ",77453,"Paranaguá"
"4168","41","PR","BR","4118303","PARANAPOEMA",77470,"Paranapoema"
"4169","41","PR","BR","4118402","PARANAVAÍ",77496,"Paranavaí"
"4170","41","PR","BR","4118451","PATO BRAGADO",74624,"Pato Bragado"
"4171","41","PR","BR","4118501","PATO BRANCO",77518,"Pato Branco"
"4172","41","PR","BR","4118600","PAULA FREITAS",77534,"Paula Freitas"
"4173","41","PR","BR","4118709","PAULO FRONTIN",77550,"Paulo Frontin"
"4174","41","PR","BR","4118808","PEABIRU",77577,"Peabiru"
"4175","41","PR","BR","4118857","PEROBAL",75507,"Perobal"
"4176","41","PR","BR","4118907","PÉROLA",79693,"Pérola"
"4177","41","PR","BR","4119004","PÉROLA D OESTE",77593,"Pérola d'Oeste"
"4178","41","PR","BR","4119103","PIÊN",77615,"Piên"
"4179","41","PR","BR","4119152","PINHAIS",75043,"Pinhais"
"4180","41","PR","BR","4119251","PINHAL DE SÃO BENTO",74640,"Pinhal de São Bento"
"4181","41","PR","BR","4119202","PINHALÃO",77631,"Pinhalão"
"4182","41","PR","BR","4119301","PINHÃO",77658,"Pinhão"
"4183","41","PR","BR","4119400","PIRAÍ DO SUL",77674,"Piraí do Sul"
"4184","41","PR","BR","4119509","PIRAQUARA",77690,"Piraquara"
"4185","41","PR","BR","4119608","PITANGA",77712,"Pitanga"
"4186","41","PR","BR","4119657","PITANGUEIRAS",74667,"Pitangueiras"
"4187","41","PR","BR","4119707","PLANALTINA DO PARANÁ",77739,"Planaltina do Paraná"
"4188","41","PR","BR","4119806","PLANALTO",77755,"Planalto"
"4189","41","PR","BR","4119905","PONTA GROSSA",77771,"Ponta Grossa"
"4190","41","PR","BR","4119954","PONTAL DO PARANÁ",75523,"Pontal do Paraná"
"4191","41","PR","BR","4120002","PORECATU",77798,"Porecatu"
"4192","41","PR","BR","4120101","PORTO AMAZONAS",77810,"Porto Amazonas"
"4193","41","PR","BR","4120150","PORTO BARREIRO",75540,"Porto Barreiro"
"4194","41","PR","BR","4120200","PORTO RICO",77836,"Porto Rico"
"4195","41","PR","BR","4120309","PORTO VITÓRIA",77852,"Porto Vitória"
"4196","41","PR","BR","4120333","PRADO FERREIRA",75566,"Prado Ferreira"
"4197","41","PR","BR","4120358","PRANCHITA",79910,"Pranchita"
"4198","41","PR","BR","4120408","PRESIDENTE CASTELO BRANCO",77879,"Presidente Castelo Branco"
"4199","41","PR","BR","4120507","PRIMEIRO DE MAIO",77895,"Primeiro de Maio"
"4200","41","PR","BR","4120606","PRUDENTÓPOLIS",77917,"Prudentópolis"
"4201","41","PR","BR","4120655","QUARTO CENTENÁRIO",75582,"Quarto Centenário"
"4202","41","PR","BR","4120705","QUATIGUÁ",77933,"Quatiguá"
"4203","41","PR","BR","4120804","QUATRO BARRAS",77950,"Quatro Barras"
"4204","41","PR","BR","4120853","QUATRO PONTES",74683,"Quatro Pontes"
"4205","41","PR","BR","4120903","QUEDAS DO IGUAÇU",79553,"Quedas do Iguaçu"
"4206","41","PR","BR","4121000","QUERÊNCIA DO NORTE",77976,"Querência do Norte"
"4207","41","PR","BR","4121109","QUINTA DO SOL",77992,"Quinta do Sol"
"4208","41","PR","BR","4121208","QUITANDINHA",78018,"Quitandinha"
"4209","41","PR","BR","4121257","RAMILÂNDIA",74705,"Ramilândia"
"4210","41","PR","BR","4121307","RANCHO ALEGRE",78034,"Rancho Alegre"
"4211","41","PR","BR","4121356","RANCHO ALEGRE D OESTE",74721,"Rancho Alegre D'Oeste"
"4212","41","PR","BR","4121406","REALEZA",78050,"Realeza"
"4213","41","PR","BR","4121505","REBOUÇAS",78077,"Rebouças"
"4214","41","PR","BR","4121604","RENASCENÇA",78093,"Renascença"
"4215","41","PR","BR","4121703","RESERVA",78115,"Reserva"
"4216","41","PR","BR","4121752","RESERVA DO IGUAÇU",75604,"Reserva do Iguaçu"
"4217","41","PR","BR","4121802","RIBEIRÃO CLARO",78131,"Ribeirão Claro"
"4218","41","PR","BR","4121901","RIBEIRÃO DO PINHAL",78158,"Ribeirão do Pinhal"
"4219","41","PR","BR","4122008","RIO AZUL",78174,"Rio Azul"
"4220","41","PR","BR","4122107","RIO BOM",78190,"Rio Bom"
"4221","41","PR","BR","4122156","RIO BONITO DO IGUAÇU",74748,"Rio Bonito do Iguaçu"
"4222","41","PR","BR","4122172","RIO BRANCO DO IVAÍ",75620,"Rio Branco do Ivaí"
"4223","41","PR","BR","4122206","RIO BRANCO DO SUL",78212,"Rio Branco do Sul"
"4224","41","PR","BR","4122305","RIO NEGRO",78239,"Rio Negro"
"4225","41","PR","BR","4122404","ROLÂNDIA",78255,"Rolândia"
"4226","41","PR","BR","4122503","RONCADOR",78271,"Roncador"
"4227","41","PR","BR","4122602","RONDON",78298,"Rondon"
"4228","41","PR","BR","4122651","ROSÁRIO DO IVAÍ",75744,"Rosário do Ivaí"
"4229","41","PR","BR","4122701","SABÁUDIA",78310,"Sabáudia"
"4230","41","PR","BR","4122800","SALGADO FILHO",78336,"Salgado Filho"
"4231","41","PR","BR","4122909","SALTO DO ITARARÉ",78352,"Salto do Itararé"
"4232","41","PR","BR","4123006","SALTO DO LONTRA",78379,"Salto do Lontra"
"4233","41","PR","BR","4123105","SANTA AMÉLIA",78395,"Santa Amélia"
"4234","41","PR","BR","4123204","SANTA CECÍLIA DO PAVÃO",78417,"Santa Cecília do Pavão"
"4235","41","PR","BR","4123303","SANTA CRUZ DE MONTE CASTELO",78433,"Santa Cruz de Monte Castelo"
"4236","41","PR","BR","4123402","SANTA FÉ",78450,"Santa Fé"
"4237","41","PR","BR","4123501","SANTA HELENA",79715,"Santa Helena"
"4238","41","PR","BR","4123600","SANTA INÊS",78476,"Santa Inês"
"4239","41","PR","BR","4123709","SANTA ISABEL DO IVAÍ",78492,"Santa Isabel do Ivaí"
"4240","41","PR","BR","4123808","SANTA IZABEL DO OESTE",78514,"Santa Izabel do Oeste"
"4241","41","PR","BR","4123824","SANTA LÚCIA",74764,"Santa Lúcia"
"4242","41","PR","BR","4123857","SANTA MARIA DO OESTE",74802,"Santa Maria do Oeste"
"4243","41","PR","BR","4123907","SANTA MARIANA",78530,"Santa Mariana"
"4244","41","PR","BR","4123956","SANTA MÔNICA",74829,"Santa Mônica"
"4245","41","PR","BR","4124020","SANTA TEREZA DO OESTE",74080,"Santa Tereza do Oeste"
"4246","41","PR","BR","4124053","SANTA TEREZINHA DE ITAIPU",84670,"Santa Terezinha de Itaipu"
"4247","41","PR","BR","4124004","SANTANA DO ITARARÉ",78557,"Santana do Itararé"
"4248","41","PR","BR","4124103","SANTO ANTÔNIO DA PLATINA",78590,"Santo Antônio da Platina"
"4249","41","PR","BR","4124202","SANTO ANTONIO DO CAIUÁ",78611,"Santo Antônio do Caiuá"
"4250","41","PR","BR","4124301","SANTO ANTÔNIO DO PARAÍSO",78638,"Santo Antônio do Paraíso"
"4251","41","PR","BR","4124400","SANTO ANTÔNIO DO SUDOESTE",78573,"Santo Antônio do Sudoeste"
"4252","41","PR","BR","4124509","SANTO INÁCIO",78654,"Santo Inácio"
"4253","41","PR","BR","4124608","SÃO CARLOS DO IVAÍ",78670,"São Carlos do Ivaí"
"4254","41","PR","BR","4124707","SÃO JERÔNIMO DA SERRA",78697,"São Jerônimo da Serra"
"4255","41","PR","BR","4124806","SÃO JOÃO",78719,"São João"
"4256","41","PR","BR","4124905","SÃO JOÃO DO CAIUÁ",78735,"São João do Caiuá"
"4257","41","PR","BR","4125001","SÃO JOÃO DO IVAÍ",78751,"São João do Ivaí"
"4258","41","PR","BR","4125100","SÃO JOÃO DO TRIUNFO",78778,"São João do Triunfo"
"4259","41","PR","BR","4125308","SÃO JORGE DO IVAÍ",78794,"São Jorge do Ivaí"
"4260","41","PR","BR","4125357","SÃO JORGE DO PATROCÍNIO",79995,"São Jorge do Patrocínio"
"4261","41","PR","BR","4125209","SÃO JORGE D OESTE",78816,"São Jorge d'Oeste"
"4262","41","PR","BR","4125407","SÃO JOSÉ DA BOA VISTA",78832,"São José da Boa Vista"
"4263","41","PR","BR","4125456","SÃO JOSÉ DAS PALMEIRAS",84719,"São José das Palmeiras"
"4264","41","PR","BR","4125506","SÃO JOSÉ DOS PINHAIS",78859,"São José dos Pinhais"
"4265","41","PR","BR","4125555","SÃO MANOEL DO PARANÁ",74845,"São Manoel do Paraná"
"4266","41","PR","BR","4125605","SÃO MATEUS DO SUL",78875,"São Mateus do Sul"
"4267","41","PR","BR","4125704","SÃO MIGUEL DO IGUAÇU",78891,"São Miguel do Iguaçu"
"4268","41","PR","BR","4125753","SÃO PEDRO DO IGUAÇU",74861,"São Pedro do Iguaçu"
"4269","41","PR","BR","4125803","SÃO PEDRO DO IVAÍ",78913,"São Pedro do Ivaí"
"4270","41","PR","BR","4125902","SÃO PEDRO DO PARANÁ",78930,"São Pedro do Paraná"
"4271","41","PR","BR","4126009","SÃO SEBASTIÃO DA AMOREIRA",78956,"São Sebastião da Amoreira"
"4272","41","PR","BR","4126108","SÃO TOMÉ",78972,"São Tomé"
"4273","41","PR","BR","4126207","SAPOPEMA",78999,"Sapopema"
"4274","41","PR","BR","4126256","SARANDI",84611,"Sarandi"
"4275","41","PR","BR","4126272","SAUDADE DO IGUAÇU",75060,"Saudade do Iguaçu"
"4276","41","PR","BR","4126306","SENGÉS",79014,"Sengés"
"4277","41","PR","BR","4126355","SERRANÓPOLIS DO IGUAÇU",75647,"Serranópolis do Iguaçu"
"4278","41","PR","BR","4126405","SERTANEJA",79030,"Sertaneja"
"4279","41","PR","BR","4126504","SERTANÓPOLIS",79057,"Sertanópolis"
"4280","41","PR","BR","4126603","SIQUEIRA CAMPOS",79073,"Siqueira Campos"
"4281","41","PR","BR","4126652","SULINA",75787,"Sulina"
"4282","41","PR","BR","4126678","TAMARANA",75663,"Tamarana"
"4283","41","PR","BR","4126702","TAMBOARA",79090,"Tamboara"
"4284","41","PR","BR","4126801","TAPEJARA",79111,"Tapejara"
"4285","41","PR","BR","4126900","TAPIRA",79731,"Tapira"
"4286","41","PR","BR","4127007","TEIXEIRA SOARES",79138,"Teixeira Soares"
"4287","41","PR","BR","4127106","TELÊMACO BORBA",79154,"Telêmaco Borba"
"4288","41","PR","BR","4127205","TERRA BOA",79170,"Terra Boa"
"4289","41","PR","BR","4127304","TERRA RICA",79197,"Terra Rica"
"4290","41","PR","BR","4127403","TERRA ROXA",79219,"Terra Roxa"
"4291","41","PR","BR","4127502","TIBAGI",79235,"Tibagi"
"4292","41","PR","BR","4127601","TIJUCAS DO SUL",79251,"Tijucas do Sul"
"4293","41","PR","BR","4127700","TOLEDO",79278,"Toledo"
"4294","41","PR","BR","4127809","TOMAZINA",79294,"Tomazina"
"4295","41","PR","BR","4127858","TRÊS BARRAS DO PARANÁ",79871,"Três Barras do Paraná"
"4296","41","PR","BR","4127882","TUNAS DO PARANÁ",74888,"Tunas do Paraná"
"4297","41","PR","BR","4127908","TUNEIRAS DO OESTE",79316,"Tuneiras do Oeste"
"4298","41","PR","BR","4127957","TUPÃSSI",79936,"Tupãssi"
"4299","41","PR","BR","4127965","TURVO",84530,"Turvo"
"4300","41","PR","BR","4128005","UBIRATÃ",79332,"Ubiratã"
"4301","41","PR","BR","4128104","UMUARAMA",79359,"Umuarama"
"4302","41","PR","BR","4128203","UNIÃO DA VITÓRIA",79375,"União da Vitória"
"4303","41","PR","BR","4128302","UNIFLOR",79391,"Uniflor"
"4304","41","PR","BR","4128401","URAÍ",79413,"Uraí"
"4305","41","PR","BR","4128534","VENTANIA",74900,"Ventania"
"4306","41","PR","BR","4128559","VERA CRUZ DO OESTE",79898,"Vera Cruz do Oeste"
"4307","41","PR","BR","4128609","VERÊ",79456,"Verê"
"4308","41","PR","BR","4128658","VIRMOND",74969,"Virmond"
"4309","41","PR","BR","4128708","VITORINO",79472,"Vitorino"
"4310","41","PR","BR","4128500","WENCESLAU BRAZ",79430,"Wenceslau Braz"
"4311","41","PR","BR","4128807","XAMBRÊ",79499,"Xambrê"
"4312","42","SC","BR","4200051","ABDON BATISTA",80225,"Abdon Batista"
"4313","42","SC","BR","4200101","ABELARDO LUZ",80012,"Abelardo Luz"
"4314","42","SC","BR","4200200","AGROLÂNDIA",80039,"Agrolândia"
"4315","42","SC","BR","4200309","AGRONÔMICA",80055,"Agronômica"
"4316","42","SC","BR","4200408","ÁGUA DOCE",80071,"Água Doce"
"4317","42","SC","BR","4200507","ÁGUAS DE CHAPECÓ",80098,"Águas de Chapecó"
"4318","42","SC","BR","4200556","ÁGUAS FRIAS",80500,"Águas Frias"
"4319","42","SC","BR","4200606","ÁGUAS MORNAS",80110,"Águas Mornas"
"4320","42","SC","BR","4200705","ALFREDO WAGNER",80136,"Alfredo Wagner"
"4321","42","SC","BR","4200754","ALTO BELA VISTA",81302,"Alto Bela Vista"
"4322","42","SC","BR","4200804","ANCHIETA",80152,"Anchieta"
"4323","42","SC","BR","4200903","ANGELINA",80179,"Angelina"
"4324","42","SC","BR","4201000","ANITA GARIBALDI",80195,"Anita Garibaldi"
"4325","42","SC","BR","4201109","ANITÁPOLIS",80217,"Anitápolis"
"4326","42","SC","BR","4201208","ANTÔNIO CARLOS",80233,"Antônio Carlos"
"4327","42","SC","BR","4201257","APIÚNA",80063,"Apiúna"
"4328","42","SC","BR","4201273","ARABUTÃ",80489,"Arabutã"
"4329","42","SC","BR","4201307","ARAQUARI",80250,"Araquari"
"4330","42","SC","BR","4201406","ARARANGUÁ",80276,"Araranguá"
"4331","42","SC","BR","4201505","ARMAZÉM",80292,"Armazém"
"4332","42","SC","BR","4201604","ARROIO TRINTA",80314,"Arroio Trinta"
"4333","42","SC","BR","4201653","ARVOREDO",80802,"Arvoredo"
"4334","42","SC","BR","4201703","ASCURRA",80330,"Ascurra"
"4335","42","SC","BR","4201802","ATALANTA",80357,"Atalanta"
"4336","42","SC","BR","4201901","AURORA",80373,"Aurora"
"4337","42","SC","BR","4201950","BALNEÁRIO ARROIO DO SILVA",81728,"Balneário Arroio do Silva"
"4338","42","SC","BR","4202057","BALNEÁRIO BARRA DO SUL",80683,"Balneário Barra do Sul"
"4339","42","SC","BR","4202008","BALNEÁRIO CAMBORIÚ",80390,"Balneário Camboriú"
"4340","42","SC","BR","4202073","BALNEÁRIO GAIVOTA",81744,"Balneário Gaivota"
"4341","42","SC","BR","4212809","BALNEÁRIO PIÇARRAS",82511,"Balneário Piçarras"
"4342","42","SC","BR","4220000","BALNEÁRIO RINCÃO",83909,"Balneário Rincão"
"4343","42","SC","BR","4202081","BANDEIRANTE",81582,"Bandeirante"
"4344","42","SC","BR","4202099","BARRA BONITA",81760,"Barra Bonita"
"4345","42","SC","BR","4202107","BARRA VELHA",80411,"Barra Velha"
"4346","42","SC","BR","4202131","BELA VISTA DO TOLDO",81221,"Bela Vista do Toldo"
"4347","42","SC","BR","4202156","BELMONTE",80748,"Belmonte"
"4348","42","SC","BR","4202206","BENEDITO NOVO",80438,"Benedito Novo"
"4349","42","SC","BR","4202305","BIGUAÇU",80454,"Biguaçu"
"4350","42","SC","BR","4202404","BLUMENAU",80470,"Blumenau"
"4351","42","SC","BR","4202438","BOCAINA DO SUL",81280,"Bocaina do Sul"
"4352","42","SC","BR","4202503","BOM JARDIM DA SERRA",83895,"Bom Jardim da Serra"
"4353","42","SC","BR","4202537","BOM JESUS",81388,"Bom Jesus"
"4354","42","SC","BR","4202578","BOM JESUS DO OESTE",81469,"Bom Jesus do Oeste"
"4355","42","SC","BR","4202602","BOM RETIRO",80497,"Bom Retiro"
"4356","42","SC","BR","4202453","BOMBINHAS",80985,"Bombinhas"
"4357","42","SC","BR","4202701","BOTUVERÁ",80519,"Botuverá"
"4358","42","SC","BR","4202800","BRAÇO DO NORTE",80535,"Braço do Norte"
"4359","42","SC","BR","4202859","BRAÇO DO TROMBUDO",80420,"Braço do Trombudo"
"4360","42","SC","BR","4202875","BRUNÓPOLIS",81787,"Brunópolis"
"4361","42","SC","BR","4202909","BRUSQUE",80551,"Brusque"
"4362","42","SC","BR","4203006","CAÇADOR",80578,"Caçador"
"4363","42","SC","BR","4203105","CAIBI",80594,"Caibi"
"4364","42","SC","BR","4203154","CALMON",80667,"Calmon"
"4365","42","SC","BR","4203204","CAMBORIÚ",80616,"Camboriú"
"4366","42","SC","BR","4203303","CAMPO ALEGRE",80632,"Campo Alegre"
"4367","42","SC","BR","4203402","CAMPO BELO DO SUL",80659,"Campo Belo do Sul"
"4368","42","SC","BR","4203501","CAMPO ERÊ",80675,"Campo Erê"
"4369","42","SC","BR","4203600","CAMPOS NOVOS",80691,"Campos Novos"
"4370","42","SC","BR","4203709","CANELINHA",80713,"Canelinha"
"4371","42","SC","BR","4203808","CANOINHAS",80730,"Canoinhas"
"4372","42","SC","BR","4203253","CAPÃO ALTO",81248,"Capão Alto"
"4373","42","SC","BR","4203907","CAPINZAL",80756,"Capinzal"
"4374","42","SC","BR","4203956","CAPIVARI DE BAIXO",81027,"Capivari de Baixo"
"4375","42","SC","BR","4204004","CATANDUVAS",80772,"Catanduvas"
"4376","42","SC","BR","4204103","CAXAMBU DO SUL",80799,"Caxambu do Sul"
"4377","42","SC","BR","4204152","CELSO RAMOS",80268,"Celso Ramos"
"4378","42","SC","BR","4204178","CERRO NEGRO",80381,"Cerro Negro"
"4379","42","SC","BR","4204194","CHAPADÃO DO LAGEADO",81701,"Chapadão do Lageado"
"4380","42","SC","BR","4204202","CHAPECÓ",80810,"Chapecó"
"4381","42","SC","BR","4204251","COCAL DO SUL",80306,"Cocal do Sul"
"4382","42","SC","BR","4204301","CONCÓRDIA",80837,"Concórdia"
"4383","42","SC","BR","4204350","CORDILHEIRA ALTA",81043,"Cordilheira Alta"
"4384","42","SC","BR","4204400","CORONEL FREITAS",80853,"Coronel Freitas"
"4385","42","SC","BR","4204459","CORONEL MARTINS",81108,"Coronel Martins"
"4386","42","SC","BR","4204558","CORREIA PINTO",83950,"Correia Pinto"
"4387","42","SC","BR","4204509","CORUPÁ",80870,"Corupá"
"4388","42","SC","BR","4204608","CRICIÚMA",80896,"Criciúma"
"4389","42","SC","BR","4204707","CUNHA PORÃ",80918,"Cunha Porã"
"4390","42","SC","BR","4204756","CUNHATAÍ",81620,"Cunhataí"
"4391","42","SC","BR","4204806","CURITIBANOS",80934,"Curitibanos"
"4392","42","SC","BR","4204905","DESCANSO",80950,"Descanso"
"4393","42","SC","BR","4205001","DIONÍSIO CERQUEIRA",80977,"Dionísio Cerqueira"
"4394","42","SC","BR","4205100","DONA EMMA",80993,"Dona Emma"
"4395","42","SC","BR","4205159","DOUTOR PEDRINHO",80080,"Doutor Pedrinho"
"4396","42","SC","BR","4205175","ENTRE RIOS",81426,"Entre Rios"
"4397","42","SC","BR","4205191","ERMO",81167,"Ermo"
"4398","42","SC","BR","4205209","ERVAL VELHO",81019,"Erval Velho"
"4399","42","SC","BR","4205308","FAXINAL DOS GUEDES",81035,"Faxinal dos Guedes"
"4400","42","SC","BR","4205357","FLOR DO SERTÃO",81604,"Flor do Sertão"
"4401","42","SC","BR","4205407","FLORIANÓPOLIS",81051,"Florianópolis"
"4402","42","SC","BR","4205431","FORMOSA DO SUL",80888,"Formosa do Sul"
"4403","42","SC","BR","4205456","FORQUILHINHA",81060,"Forquilhinha"
"4404","42","SC","BR","4205506","FRAIBURGO",81078,"Fraiburgo"
"4405","42","SC","BR","4205555","FREI ROGÉRIO",81329,"Frei Rogério"
"4406","42","SC","BR","4205605","GALVÃO",81094,"Galvão"
"4407","42","SC","BR","4205704","GAROPABA",81132,"Garopaba"
"4408","42","SC","BR","4205803","GARUVA",81159,"Garuva"
"4409","42","SC","BR","4205902","GASPAR",81175,"Gaspar"
"4410","42","SC","BR","4206009","GOVERNADOR CELSO RAMOS",81116,"Governador Celso Ramos"
"4411","42","SC","BR","4206108","GRÃO-PARÁ",81191,"Grão-Pará"
"4412","42","SC","BR","4206207","GRAVATAL",81213,"Gravatal"
"4413","42","SC","BR","4206306","GUABIRUBA",81230,"Guabiruba"
"4414","42","SC","BR","4206405","GUARACIABA",81256,"Guaraciaba"
"4415","42","SC","BR","4206504","GUARAMIRIM",81272,"Guaramirim"
"4416","42","SC","BR","4206603","GUARUJÁ DO SUL",81299,"Guarujá do Sul"
"4417","42","SC","BR","4206652","GUATAMBÚ",80527,"Guatambú"
"4418","42","SC","BR","4206702","HERVAL D OESTE",81310,"Herval d'Oeste"
"4419","42","SC","BR","4206751","IBIAM",81400,"Ibiam"
"4420","42","SC","BR","4206801","IBICARÉ",81337,"Ibicaré"
"4421","42","SC","BR","4206900","IBIRAMA",81353,"Ibirama"
"4422","42","SC","BR","4207007","IÇARA",81370,"Içara"
"4423","42","SC","BR","4207106","ILHOTA",81396,"Ilhota"
"4424","42","SC","BR","4207205","IMARUÍ",81418,"Imaruí"
"4425","42","SC","BR","4207304","IMBITUBA",81434,"Imbituba"
"4426","42","SC","BR","4207403","IMBUIA",81450,"Imbuia"
"4427","42","SC","BR","4207502","INDAIAL",81477,"Indaial"
"4428","42","SC","BR","4207577","IOMERÊ",81361,"Iomerê"
"4429","42","SC","BR","4207601","IPIRA",81493,"Ipira"
"4430","42","SC","BR","4207650","IPORÃ DO OESTE",80020,"Iporã do Oeste"
"4431","42","SC","BR","4207684","IPUAÇU",80829,"Ipuaçu"
"4432","42","SC","BR","4207700","IPUMIRIM",81515,"Ipumirim"
"4433","42","SC","BR","4207759","IRACEMINHA",80187,"Iraceminha"
"4434","42","SC","BR","4207809","IRANI",81531,"Irani"
"4435","42","SC","BR","4207858","IRATI",80861,"Irati"
"4436","42","SC","BR","4207908","IRINEÓPOLIS",81558,"Irineópolis"
"4437","42","SC","BR","4208005","ITÁ",81574,"Itá"
"4438","42","SC","BR","4208104","ITAIÓPOLIS",81590,"Itaiópolis"
"4439","42","SC","BR","4208203","ITAJAÍ",81612,"Itajaí"
"4440","42","SC","BR","4208302","ITAPEMA",81639,"Itapema"
"4441","42","SC","BR","4208401","ITAPIRANGA",81655,"Itapiranga"
"4442","42","SC","BR","4208450","ITAPOÁ",81663,"Itapoá"
"4443","42","SC","BR","4208500","ITUPORANGA",81671,"Ituporanga"
"4444","42","SC","BR","4208609","JABORÁ",81698,"Jaborá"
"4445","42","SC","BR","4208708","JACINTO MACHADO",81710,"Jacinto Machado"
"4446","42","SC","BR","4208807","JAGUARUNA",81736,"Jaguaruna"
"4447","42","SC","BR","4208906","JARAGUÁ DO SUL",81752,"Jaraguá do Sul"
"4448","42","SC","BR","4208955","JARDINÓPOLIS",81140,"Jardinópolis"
"4449","42","SC","BR","4209003","JOAÇABA",81779,"Joaçaba"
"4450","42","SC","BR","4209102","JOINVILLE",81795,"Joinville"
"4451","42","SC","BR","4209151","JOSÉ BOITEUX",80101,"José Boiteux"
"4452","42","SC","BR","4209177","JUPIÁ",81540,"Jupiá"
"4453","42","SC","BR","4209201","LACERDÓPOLIS",81817,"Lacerdópolis"
"4454","42","SC","BR","4209300","LAGES",81833,"Lages"
"4455","42","SC","BR","4209409","LAGUNA",81850,"Laguna"
"4456","42","SC","BR","4209458","LAJEADO GRANDE",80586,"Lajeado Grande"
"4457","42","SC","BR","4209508","LAURENTINO",81876,"Laurentino"
"4458","42","SC","BR","4209607","LAURO MÜLLER",81892,"Lauro Müller"
"4459","42","SC","BR","4209706","LEBON RÉGIS",81914,"Lebon Régis"
"4460","42","SC","BR","4209805","LEOBERTO LEAL",81930,"Leoberto Leal"
"4461","42","SC","BR","4209854","LINDÓIA DO SUL",80047,"Lindóia do Sul"
"4462","42","SC","BR","4209904","LONTRAS",81957,"Lontras"
"4463","42","SC","BR","4210001","LUIZ ALVES",81973,"Luiz Alves"
"4464","42","SC","BR","4210035","LUZERNA",81809,"Luzerna"
"4465","42","SC","BR","4210050","MACIEIRA",80900,"Macieira"
"4466","42","SC","BR","4210100","MAFRA",81990,"Mafra"
"4467","42","SC","BR","4210209","MAJOR GERCINO",82015,"Major Gercino"
"4468","42","SC","BR","4210308","MAJOR VIEIRA",82031,"Major Vieira"
"4469","42","SC","BR","4210407","MARACAJÁ",83917,"Maracajá"
"4470","42","SC","BR","4210506","MARAVILHA",82058,"Maravilha"
"4471","42","SC","BR","4210555","MAREMA",82066,"Marema"
"4472","42","SC","BR","4210605","MASSARANDUBA",82074,"Massaranduba"
"4473","42","SC","BR","4210704","MATOS COSTA",82090,"Matos Costa"
"4474","42","SC","BR","4210803","MELEIRO",82112,"Meleiro"
"4475","42","SC","BR","4210852","MIRIM DOCE",80365,"Mirim Doce"
"4476","42","SC","BR","4210902","MODELO",82139,"Modelo"
"4477","42","SC","BR","4211009","MONDAÍ",82155,"Mondaí"
"4478","42","SC","BR","4211058","MONTE CARLO",80004,"Monte Carlo"
"4479","42","SC","BR","4211108","MONTE CASTELO",82171,"Monte Castelo"
"4480","42","SC","BR","4211207","MORRO DA FUMAÇA",82198,"Morro da Fumaça"
"4481","42","SC","BR","4211256","MORRO GRANDE",81086,"Morro Grande"
"4482","42","SC","BR","4211306","NAVEGANTES",82210,"Navegantes"
"4483","42","SC","BR","4211405","NOVA ERECHIM",82236,"Nova Erechim"
"4484","42","SC","BR","4211454","NOVA ITABERABA",80322,"Nova Itaberaba"
"4485","42","SC","BR","4211504","NOVA TRENTO",82252,"Nova Trento"
"4486","42","SC","BR","4211603","NOVA VENEZA",82279,"Nova Veneza"
"4487","42","SC","BR","4211652","NOVO HORIZONTE",80764,"Novo Horizonte"
"4488","42","SC","BR","4211702","ORLEANS",82295,"Orleans"
"4489","42","SC","BR","4211751","OTACÍLIO COSTA",83976,"Otacílio Costa"
"4490","42","SC","BR","4211801","OURO",82317,"Ouro"
"4491","42","SC","BR","4211850","OURO VERDE",80845,"Ouro Verde"
"4492","42","SC","BR","4211876","PAIAL",81442,"Paial"
"4493","42","SC","BR","4211892","PAINEL",81264,"Painel"
"4494","42","SC","BR","4211900","PALHOÇA",82333,"Palhoça"
"4495","42","SC","BR","4212007","PALMA SOLA",82350,"Palma Sola"
"4496","42","SC","BR","4212056","PALMEIRA",81566,"Palmeira"
"4497","42","SC","BR","4212106","PALMITOS",82376,"Palmitos"
"4498","42","SC","BR","4212205","PAPANDUVA",82392,"Papanduva"
"4499","42","SC","BR","4212239","PARAÍSO",80705,"Paraíso"
"4500","42","SC","BR","4212254","PASSO DE TORRES",80403,"Passo de Torres"
"4501","42","SC","BR","4212270","PASSOS MAIA",80624,"Passos Maia"
"4502","42","SC","BR","4212304","PAULO LOPES",82414,"Paulo Lopes"
"4503","42","SC","BR","4212403","PEDRAS GRANDES",82430,"Pedras Grandes"
"4504","42","SC","BR","4212502","PENHA",82457,"Penha"
"4505","42","SC","BR","4212601","PERITIBA",82473,"Peritiba"
"4506","42","SC","BR","4212650","PESCARIA BRAVA",83925,"Pescaria Brava"
"4507","42","SC","BR","4212700","PETROLÂNDIA",82490,"Petrolândia"
"4508","42","SC","BR","4212908","PINHALZINHO",82538,"Pinhalzinho"
"4509","42","SC","BR","4213005","PINHEIRO PRETO",82554,"Pinheiro Preto"
"4510","42","SC","BR","4213104","PIRATUBA",82570,"Piratuba"
"4511","42","SC","BR","4213153","PLANALTO ALEGRE",80543,"Planalto Alegre"
"4512","42","SC","BR","4213203","POMERODE",82597,"Pomerode"
"4513","42","SC","BR","4213302","PONTE ALTA",82619,"Ponte Alta"
"4514","42","SC","BR","4213351","PONTE ALTA DO NORTE",80926,"Ponte Alta do Norte"
